レベル1,レベル2,レベル3,レベル4,フィールド,フィールド詳細
こじれた仲を裁定なさるのは、容易ではないでしょうね。,こじれた仲を裁定なさるのは、容易じゃないでしょうね。,こじれた仲を裁定するのは、容易じゃないでしょうね。,こじれた仲を裁定するのは、簡単じゃないだろうね。,裁く,裁判
この件は、先生のご裁量に任された方がよろしいのでは？,この件は、先生のご裁量に任された方がよろしいのでは？,この件は、先生の裁量に任せた方がいいのでは？,このことは、先生に決めてもらった方がいいんじゃ？,裁く,裁判
皆さんが納得する公平なご処置を、お願いいたします。,皆さんが納得する公平なご処置を、お願いいたします。,皆さんが納得する公平な処置を、お願いします。,皆が納得する公平な処置を、お願いするよ。,裁く,裁判
寛大なるご処分に感謝申し上げます。,寛大なるご処分に感謝いたします。,寛大なる処分に感謝します。,寛大なる処分に感謝します。,裁く,裁判
裁判長のご判決は、社会に不満を残されましたね。,裁判長のご判決は、社会に不満を残しましたね。,裁判長の判決は、社会に不満を残しましたね。,裁判長の判決は、社会に不満を残したね。,裁く,裁判
合併に関して、社長が最後のご決断を下されました。,合併に関して、社長が最後のご決断を下されました。,合併に関して、社長が最後の決断を下しました。,合併に関して、社長が最後の決断を下した。,裁く,裁判
何かあったのでしょうか、突然告訴をお取り下げになるなんて。,何かあったのかしら、突然告訴をお取り下げになるなんて。,何かあったのかしら、突然告訴を取り下げるなんて。,何かあったのかな、突然告訴を取り下げるなんて。,裁く,裁判
あの方の無罪は、どこから見てもご明白ですよ。,あの方の無罪は、どこから見てもご明白ですよ。,あの方の無罪は、どこから見ても明白ですよ。,あの方の無罪は、どこから見てもはっきりしているよ,裁く,裁判
難しいお立場にいらっしゃるのですね、お気の毒に。,難しいお立場にいらっしゃるんですね、お気の毒に。,難しいお立場にいるんですね、お気の毒に。,難しいお立場にいるんだね、気の毒に。,自覚,
きつい言葉は、お慎みになった方がよろしいのでは？,きつい言葉は、お慎みになった方がよろしいのでは？,きつい言葉は、慎んだ方がいいのでは？,きつい言葉は、慎んだ方がいいんじゃ？,自覚,
ときには、お引きになる勇気もお持ちにならなくてはいけません。,ときには、お引きになる勇気も持たなくてはいけません。,ときには、引く勇気も持たなくてはいけません。,ときには、引く勇気も持たなきゃいけない。,自覚,
少しは常識というものを、おわきまえになってください。,少しは常識というものを、おわきまえになってください。,少しは常識というものを、わきまえてください。,少しは常識ってものを、わきまえなよ。,自覚,
今度ばかりは容赦しませんよ、覚悟なさってください！,今度ばかりは容赦しませんよ、覚悟なさい！,今度ばかりは容赦しませんよ、覚悟してください！,今度ばかりは容赦しないよ、覚悟しろよ！,自覚,
ここまできたら、観念なさることですね。,ここまできたら、観念なさることですね。,ここまできたら、観念することですね。,ここまできたら、観念することだよ。,自覚,
息子さんにも、ようやく親としてのご自覚が出ていらっしゃいましたか。,息子さんにも、ようやく親としてのご自覚が出てきましたか。,息子さんにも、ようやく親としての自覚が出てきましたか。,息子にも、ようやく親としての自覚が出てきたか。,自覚,
一児の親なのですから、ご自覚なさらないと。,一児の親なんですから、自覚なさらないと。,一児の親なんですから、自覚しなければ。,一児の親なんだから、自覚しないと。,自覚,
お怒りは存じますが、ここはひとつ、ご自制ください。,お怒りは分かりますが、ここはひとつ、ご自制ください。,お怒りは分かりますが、ここはひとつ、ご自制ください。,怒りは分かるけど、ここはひとつ、自制しな。,自覚,
